990	990_fPtQp1xknVY.mp4	227	https://cognitivestudy.blob.core.windows.net/videos/990_fPtQp1xknVY.mp4	12560	Woodford Reserve x Williams Sonoma Cocktail Mix Mint Julep #shorts A down-home cocktail classic, the Mint Julep has been a traditional beverage of the American South for nearly a century. Crafted in collaboration with Kentucky-made Woodford Reserve, our easy-to-use elixir pairs raw demerara sugar with cool, refreshing mint. Combine chilled mixer with bourbon, add a handlful of crushed or shaved ice, then garnish with a fresh mint sprig for the	Title
991	991_xtM34Y8RadY.mp4	272	https://cognitivestudy.blob.core.windows.net/videos/991_xtM34Y8RadY.mp4	57560	Caring for a Healthy Future™ What we do today, shapes tomorrow. See why caring is at the heart of everything we do in the J&J Family of Consumer Companies,	Title
992	992_UH5lkYV4ZYw.mp4	276	https://cognitivestudy.blob.core.windows.net/videos/992_UH5lkYV4ZYw.mp4	30050	A Pracitical Guide to IPv6 | Webinar by Wendell Odom Learn from CCIE 1624 Wendell Odom (Twitter: @WendellOdom) as he breaks down IPv6 with comparisons to IPv4 through a direct and practical approach, walking through the familiar IPv4 functions configured on hosts and routers: addresses, masks, gateways, and routing protocols. Watch the complete video and find additional study resources at the Cisco Learning Network: Subscribe to Cisco's YouTube channel:	Title
993	993_yam8lyhq02o.mp4	190	https://cognitivestudy.blob.core.windows.net/videos/993_yam8lyhq02o.mp4	31670	Great Tailgates Start at Academy Sports + Outdoors The video discusses how Academy Sports + Outdoors is the best place to shop for tailgating supplies, with great prices on quality products.	Title
994	994_ifBUDWna3z4.mp4	188	https://cognitivestudy.blob.core.windows.net/videos/994_ifBUDWna3z4.mp4	15070	It’s Presidents Day All Month Long at Big Lots! $100 Off Select Sectionals & More! 	Title
995	995__rhKwgAdbbo.mp4	227	https://cognitivestudy.blob.core.windows.net/videos/995__rhKwgAdbbo.mp4	26610	How to Make Apple Pie in the Philips Slow Cooker Plus You might use the Philips Slow Cooker Plus to make stews, braises, pot roasts and more. But did you know it's also a great time-saver for dessert? Watch to learn how easy it is to make apple pie in this countertop wonder. Get the apple pie recipe:	Title
996	996_ZNsEdLCjrKA.mp4	139	https://cognitivestudy.blob.core.windows.net/videos/996_ZNsEdLCjrKA.mp4	35130	Sierra Redwood - Sherwin-Williams Michael Plank explains how to incorporate Sierra Redwood SW 7598 (125-C7) in comforting residential designs. Listen to audio description:	Title
997	997_kHzNaJb487I.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/997_kHzNaJb487I.mp4	30050	Now Streaming | Mulan | Disney+ Start streaming Disneys today exclusively on with Premier Access. For more info: DisneyPlus.com/Mulan	Title
999	999_Dq9tikK4gfY.mp4	242	https://cognitivestudy.blob.core.windows.net/videos/999_Dq9tikK4gfY.mp4	57190	A Close-Up on Data in Everyday Life: Watching a Movie The growth of data across various industrieshealthcare, finance, entertainment, and morehas had a huge impact both for big corporations and individuals. Today, data plays an important role in facilitating countless tasks and routines in our everyday lives. We recently launched a series of storytelling videos that highlight the fascinating ways data is improving peoples lives. From amazing feats that wouldnt	Title
1000	1000_SZwWT5lnHf8.mp4	190	https://cognitivestudy.blob.core.windows.net/videos/1000_SZwWT5lnHf8.mp4	16070	Back-to-School 2016 A new school year calls for all new gear. Find fresh looks at low prices for the class or the hangout only at Academy. Song: This Is My Time Artist: Amy Stroup To Hear More: Connect with other Academy Sports + Outdoors fans: Watch other videos by Academy Sports + Outdoors and subscribe:	Title
1001	1001_OLRb-47tnfc.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/1001_OLRb-47tnfc.mp4	27240	 Quickly identify device inputs by assigning personalized labels to them. Learn more about Fire TV Edition TV on Amazon.com Help:	Title
1002	1002_Yx397dL8C7c.mp4	65	https://cognitivestudy.blob.core.windows.net/videos/1002_Yx397dL8C7c.mp4	15070	Green Teams - West Penn Power (15s) West Penn Power is a utility company that has implemented green teams to promote sustainability in their operations and in the communities they serve. FirstEnergy Corporation has partnered with West Penn Power to help promote sustainability.	Title
1003	1003_27asgU5D-6g.mp4	171	https://cognitivestudy.blob.core.windows.net/videos/1003_27asgU5D-6g.mp4	50480	Baltoro HF with Color Accelerator Learn more at: We delivered on our promise to bring more innovation and automation to our inkjet platform. Now with the Xerox Baltoro Color Accelerator module you can deliver more. More color. More value. More volume.	Title
1004	1004_g2LfdZ4QFWg.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/1004_g2LfdZ4QFWg.mp4	45020	Alexa Auto – Playing Music to stay entertained. Alexa connects to popular music services, including Amazon Music Unlimited, iHeartRadio, Pandora, TuneIn, and more.	Title
1005	1005_yeXHw1LP8Nc.mp4	190	https://cognitivestudy.blob.core.windows.net/videos/1005_yeXHw1LP8Nc.mp4	30050	Holiday For All. For Less. 2017 - Fishing This video provides helpful tips for those looking to save money while going fishing for Christmas. It covers topics such as where to find the best deals on equipment and how to make the most of your time on the water.	Title
1006	1006_I0Uv9KkmbDU.mp4	73	https://cognitivestudy.blob.core.windows.net/videos/1006_I0Uv9KkmbDU.mp4	30050	Dyson Air Multiplier at Bed Bath & Beyond The Dyson Air Multiplier fan works very differently from conventional fans. It uses Air Multiplier technology to draw in air and amplify it 15 times, projecting smooth, powerful, high-velocity airflow without the use of blades. Thanks for watching. Make sure to	Title
1007	1007_8HIEuullIY8_update.mp4	241	https://cognitivestudy.blob.core.windows.net/videos/1007_8HIEuullIY8_update.mp4	52730	Cummins X15 Commercial Marine Cummins X15 for marine segments is designed to withstand high hour, continuous duty operation with long life in mind. The engine will offer variable speed and fixed speed ratings between 450 horsepower (336 kW) and 600 horsepower (447 kW), while meeting U.S. Environmental Protection Agency (EPA) Tier 3 and International Maritime Organization (IMO) Tier II emissions standards. Learn more:	Title
1008	1008_iLQ-KrAPD4s.mp4	241	https://cognitivestudy.blob.core.windows.net/videos/1008_iLQ-KrAPD4s.mp4	25630	QSK95 SCR Technology Video Give your locomotives longer engine life and better locomotive availability with the Cummins QSK95. See how its done using selective catalytic reduction - even for freight. Watch to learn how:	Title
1009	1009_9AkOhujp4dQ.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/1009_9AkOhujp4dQ.mp4	15020	Amazon Alexa - Start the Scanners Show and Tell on Echo Show can help customers identify products. When using your Echo Show you can learn more about this feature by saying Alexa, help with Show and Tell.	Title
1010	1010_WvB7ZBPBXa0.mp4	38	https://cognitivestudy.blob.core.windows.net/videos/1010_WvB7ZBPBXa0.mp4	39310	STA-BIL: How to Use the STA-BIL Measure Bottle STA-BIL 360 Protection is Americas most-preferred ethanol treatment. Designed to fight the harmful effects caused by todays fuels, our revolutionary formula is engineered to be the only fuel additive you need for your marine engines. Use it with every fill-up to help keep your engine running cleaner, smoother and stronger. Facebook: Instagram: Twitter: Find your local OReilly Auto Parts: Check	Title
1011	1011_EGp9HdT6aZU.mp4	231	https://cognitivestudy.blob.core.windows.net/videos/1011_EGp9HdT6aZU.mp4	51800	Pur Minerals 4-in-1 Liquid Veil Sheer Spray-On Foundation | Ulta Beauty Pr's one-of-a-kind spray-on foundation delivers ultralight, closeup-worthy coverage in a flash! And with built-in skincare ingredients, including age-defying Ceretin Complex and mega-moisturizing Liquid Crystals for a silky finish, you'll help nourish a visibly more radiant complexion with every application!	Title
1012	1012_PbgzBYSNG1E.mp4	87	https://cognitivestudy.blob.core.windows.net/videos/1012_PbgzBYSNG1E.mp4	50920	Introducing the new Otis Gen2® elevator Otis Elevator launched its next-generation Otis Gen2 elevator. This new Gen2 turns the elevator into more than a machine that moves you from floor to floor offering connected conveniences to improve the passenger experience. Convenience combined with increased efficiency help create an exceptional ride.	Title
1014	1014_I5k7-rW5ydg.mp4	74	https://cognitivestudy.blob.core.windows.net/videos/1014_I5k7-rW5ydg.mp4	54030	ETHOS Utility Weight Bench for Home Workouts Designed with a powder-coated, commercial-quality steel frame for maximum durability and performance, the ETHOS Utility Bench features rugged upholstery and dense foam padding that offers comfort and stability during every training session. Learn more at	Title
1015	1015_QtCtccW7RJ4.mp4	202	https://cognitivestudy.blob.core.windows.net/videos/1015_QtCtccW7RJ4.mp4	30050	NEW! Clorox Clinical™ | Trusted by hospitals. Powered by Clorox. The disinfecting strength hospitals trust, now comes home. Introducing Clorox Clinical - Cloroxs most scientifically advanced disinfecting and cleaning products developed by our world-class scientists and product experts. Our Germicidal Wipes, Soft Surface + Bio-Stain Cleaner and Germicidal Cleaner + Bleach are designed to kill pathogens on a molecular level, including the COVID-19 virus.* With Clorox Clinicals broad-spectrum disinfection, superior	Title
1016	1016_CTma4zjr5Vg.mp4	194	https://cognitivestudy.blob.core.windows.net/videos/1016_CTma4zjr5Vg.mp4	48830	 Closeup scenes of headphones followed by closeup scenes of connecting the headphones using aux and changing the music.	Title
1017	1017_uJsA_w1qzTo.mp4	67	https://cognitivestudy.blob.core.windows.net/videos/1017_uJsA_w1qzTo.mp4	15000	積分再無限期 |許廷鏗 #NeverStopExploring | American Express ExplorerTMPowerful Backing 10 2021930amex.hk/AlfredHuiHK$4,400 Explore the Unexplored Exploration is about trial and error, going into unfamiliar ground and breaking the mould. You decide how you want to explore the world. No one else sets your agenda. Let the new American Express ExplorerTM Credit Card be the	Title
1018	1018_0UQuM4WA2JQ.mp4	245	https://cognitivestudy.blob.core.windows.net/videos/1018_0UQuM4WA2JQ.mp4	55080	Small But Mighty Microchips Our people power everything we do. It takes 400 of our technologists to make the microchips that are in hundreds of our products.	Title
1019	1019__Usyxm9S_Jg.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/1019__Usyxm9S_Jg.mp4	51900	"The Fundamentals Of Caring | Clip: ""Perverts"" | Netflix Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments."	Title
1020	1020_K_HcuaEeJso.mp4	92	https://cognitivestudy.blob.core.windows.net/videos/1020_K_HcuaEeJso.mp4	43820	#WhatIf | How Drones Are Guiding Major Construction at U.S. Ports Drone technology is constantly evolving and achieving countless business benefits, including bringing an estimated additional $82 billion and a 100,000 job boost to the U.S. economy by 2025. What if we showed you how drones took flight to guide Jacobs and the Port of Virginia's construction progress on a major expansion to double capacity? Discover more:	Title
1021	1021_82Z135RtJyM.mp4	159	https://cognitivestudy.blob.core.windows.net/videos/1021_82Z135RtJyM.mp4	42520	NCR | Retail ONE NCR Retail ONE allows retailers irrespective of where they are on their journey to omnichannel such that they can introduce new digital offerings and benefit from unified management systems. NCR Retail ONE is a commerce hub that is powered by an omnichannel platform and an open ecosystem of applications. The solution offers retailers a fast path to omnichannel by standardizing	Title
1022	1022_BuIi_u6k_CE.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/1022_BuIi_u6k_CE.mp4	27450	Paresh Rawal promotes OMG Oh My God on ETV Marathi show Ek Mohor Abol | Promo 1 Watch Paresh Rawal promote OMG Oh My God on the sets of Ek Mohor Abol on the 24th of September at 8:30 pm on ETV Marathi.	Title
1023	1023_W9ZnC-QcLRc.mp4	27	https://cognitivestudy.blob.core.windows.net/videos/1023_W9ZnC-QcLRc.mp4	25010	Uber Moto - Beat the Traffic | Uber When youre riding towards your dreams, dont let traffic slow you down. Ride with Uber Moto and beat the traffic. So now, set off on your dreams! Learn more: Tap a button and get to where you want to be. Connect with	Title
1024	1024_N90xKkEyMs0.mp4	73	https://cognitivestudy.blob.core.windows.net/videos/1024_N90xKkEyMs0.mp4	48250	How To Expand Your Oven Space with the Ninja Multi-Cooker Sam the Cooking Guy does it all with the Ninja Multi-Cooker. It roasts, bakes, sautes, steams, sears, and slow cooks in one pot.	Title
1025	1025_ZrAUh-XUKeo.mp4	231	https://cognitivestudy.blob.core.windows.net/videos/1025_ZrAUh-XUKeo.mp4	34640	Anthony No Sweat Body Defense | Ulta Beauty Anthony No Sweat Body Defense is a unique no-mess, cream-to-powder formula made with tapioca starch a natural, talc-free alternative with a smooth, lightweight powdery finish. Enriched with aloe vera that soothes and refreshes, macadamia nut oil extract that delivers superior moisture and glide, and glycerin that acts as a nourishing skin conditioner.	Title
1026	1026_kYlu6f5yDxc.mp4	29	https://cognitivestudy.blob.core.windows.net/videos/1026_kYlu6f5yDxc.mp4	15420	We're ready for storm season Duke Energy is ready for storm season	Title
1027	1027_F9-lAzHL44Q.mp4	109	https://cognitivestudy.blob.core.windows.net/videos/1027_F9-lAzHL44Q.mp4	55570	Kid-Friendly Sandwich Sushi | Recipe | Sprouts Farmers Market Need some lunchbox inspiration? Here's how we roll at Sprouts Farmers Markettry this kid-friendly sandwich sushi for an easy and delicious meal in minutes! Get Recipe: Sprouts, Where Goodness Grows Love Sprouts? Be sure to check us out on:	Title
